symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,beta,avg_daily_return,avg_vwap_distance,liquidity_score,stability_score,trend_strength
SILGO,Silgo Retail Limited,INE01II01013,Gems Jewellery And Watches,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches,2021-03-03,10.0,18496802,Micro,Unknown,92828000.0,4666.6666666667,92832666.66666669,1240000.0,9139333.333333334,0.4933333333,38.91,38.56,165746,4.4125,25.86,0.6781,,0.001821,-0.005824,9.6825,2.8427,0.1523
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,Media & Entertainment,Media Entertainment & Publication,Consumer Discretionary,Media & Entertainment,2020-07-08,10.0,10235366,Micro,Unknown,47955333.333333336,375000.0,48330333.333333336,5384000.0,576666.6666666666,0.0566666667,20.22,20.09,38717,2.8427,6.54,0.4215,,0.001016,-0.003159,3.1804,2.8091,0.0922
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2022-05-12,10.0,12681000,Small,Unknown,679384333.3333334,7399333.333333333,686783666.6666666,331304666.6666667,43275000.0,3.4133333333,719.34,715.25,20974,43.9486,2.12,0.2071,,0.000191,-0.001396,2.0642,5.6177,0.0567
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Sugar,2016-03-14,10.0,41279020,Micro,Unknown,2636896000.0,46766666.66666666,2683662666.6666665,163370000.0,-91961000.0,-1.03,29.43,29.32,279436,2.3644,27.86,2.6963,,0.005554,-0.005228,1.9841,2.7175,0.1837
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,Civil Construction,Construction,Industrials,Civil Construction,2004-03-09,2.0,57142820,Small,Unknown,2645533333.333333,51433333.333333336,2696966666.6666665,263233333.3333333,-104466666.66666669,-1.86,199.53,200.1,149888,62.4746,117.14,4.4027,,0.012014,0.000356,2.8175,4.8199,0.1857
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,Hotels & Resorts,Consumer Services,Consumer Discretionary,Hotels & Resorts,2024-04-10,2.0,51260000,Small,Unknown,130194000.0,23254000.0,153448000.0,31159666.666666668,34039666.666666664,0.6666666667,105.78,105.13,97954,12.8969,-32.46,-0.6189,,-0.001157,-0.002273,9.64,3.4462,0.1336
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2023-06-20,1.0,1541928780,Small,Unknown,4781720333.333333,938880666.6666666,5720601000.0,188125333.3333333,601895666.6666666,0.1733333333,21.34,21.22,1498176,3.0163,-30.77,-0.2305,,-0.000618,-0.002732,9.8413,2.9555,0.1377
SINTERCOM,Sintercom India Limited,INE129Z01016,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2020-10-07,10.0,27527822,Micro,Unknown,219683666.66666663,196333.3333333333,219879666.66666663,24213333.33333333,2064666.6666666667,0.0733333333,140.95,140.01,34277,13.7786,-4.98,0.0654,,0.000103,-0.002324,3.3597,2.7494,0.0203
SIRCA,Sirca Paints India Limited,INE792Z01011,Paints,Consumer Durables,Consumer Discretionary,Paints,2019-07-22,10.0,54808800,Small,Unknown,909631000.0,13879000.0,923510000.0,108109000.0,116488000.0,2.1233333333,320.29,319.39,136169,29.7897,-18.87,-0.369,,-0.000559,-0.001419,9.8413,4.665,0.1457
SIS,SIS LIMITED,INE285J01028,Other Consumer Services,Consumer Services,Consumer Discretionary,Other Consumer Services,2017-08-10,5.0,144367460,Mid,Unknown,19234476666.666668,145970000.0,19380446666.666668,16310210000.0,560083333.3333334,3.8833333333,391.58,390.42,75854,46.1633,-25.4,-0.8879,,-0.001021,-0.000478,7.4651,6.8295,0.1174
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2007-01-29,2.0,45370088,Small,Unknown,4951423000.0,205778333.3333333,5157201333.333333,442899333.3333333,416896333.3333333,9.1933333333,613.81,613.17,224021,165.6538,48.98,1.0099,,0.002196,-0.001985,9.8413,3.3396,0.004
SJS,S.J.S. Enterprises Limited,INE284S01014,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2021-11-15,10.0,31325654,Small,Unknown,1580920000.0,16368666.666666666,1597288666.6666667,181420000.0,261250000.0,8.3433333333,938.64,935.99,146680,178.5638,42.72,0.9817,,0.001903,-0.000511,9.8413,4.1209,0.004
SJVN,SJVN Limited,INE002L01015,Power Generation,Power,Utilities,Power Generation,2010-05-20,10.0,3929795175,Large,IN-M,8558700000.0,866833333.3333334,9425533333.333334,772466666.6666666,3152466666.6666665,0.8033333333,118.88,118.44,13798227,19.1277,-26.38,-0.5413,,-0.000894,-0.002399,9.8413,4.2635,0.0769
SKFINDIA,SKF India Limited,INE640A01023,Abrasives & Bearings,Capital Goods,Industrials,Abrasives & Bearings,1999-01-27,10.0,49437963,Large,Unknown,12355166666.666666,370133333.3333333,12725300000.0,864400000.0,1210100000.0,13.7433333333,4994.85,4976.61,59535,831.0242,-15.25,-0.402,,-0.000488,-0.000522,5.8591,4.6483,0.0688
SKIPPER,Skipper Limited,INE439E01022,Heavy Electrical Equipment,Capital Goods,Industrials,Heavy Electrical Equipment,2015-05-27,1.0,112823527,Small,IN-Mi,11122426666.666666,34846666.666666664,11157273333.333334,435220000.0,337560000.0,3.18,438.23,437.38,936316,86.0038,33.1,0.779,,0.00188,-0.002626,9.8413,3.103,0.0202
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,Gems Jewellery And Watches,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches,2023-01-06,10.0,146698810,Mid,Unknown,8299482666.666667,93697666.66666669,8393180000.0,63265000.0,314935000.0,17.7133333333,344.58,345.11,620103,29.8576,18.31,7.276,,0.017619,-0.003975,0.4365,2.8102,0.4
SMARTLINK,Smartlink Holdings Limited,INE178C01020,Computers Hardware & Equipments,Information Technology,Information Technology,Computers Hardware & Equipments,2001-04-11,2.0,9975000,Micro,Unknown,516875333.3333333,9571666.666666666,526447000.0,57038333.333333336,9231666.666666666,0.9266666667,202.7,202.21,117829,68.1833,-27.65,-0.319,,-0.001442,-0.004647,3.0556,2.4284,0.2105
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,Stockbroking & Allied,Financial Services,Financial Services,Stockbroking & Allied,2021-02-24,2.0,104700000,Small,Unknown,4514250000.0,22108333.33333333,4536358333.333333,839356666.6666666,475746333.3333333,4.52,144.09,143.6,398602,18.4363,-20.7,-0.3853,,-0.000618,-0.002481,9.8413,4.2726,0.1174
SMLISUZU,SML Isuzu Limited,INE294B01019,Commercial Vehicles,Capital Goods,Industrials,Commercial Vehicles,2003-08-29,10.0,14471646,Small,Unknown,5425366666.666667,14466666.666666666,5439833333.333333,512000000.0,229066666.66666663,15.8266666667,1768.53,1764.05,32273,335.8212,-20.65,-0.2471,,-0.000477,-0.002253,3.1761,3.6707,0.1296
SMSLIFE,SMS Lifesciences India Limited,INE320X01016,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2017-08-17,10.0,3023287,Micro,Unknown,852037000.0,8450333.333333334,860487333.3333334,143560666.66666666,50832333.333333336,18.8966666667,871.23,871.62,7769,173.6458,62.92,1.854,,0.005598,-0.001822,0.3391,2.5684,0.0183
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2007-02-28,1.0,84652030,Small,Unknown,1781841666.6666667,16001000.0,1797842666.6666667,178180666.66666666,162734000.0,1.93,253.2,252.57,292046,53.9888,0.22,0.267,,0.00057,-0.002453,9.8413,3.6994,0.0607
SNOWMAN,Snowman Logistics Limited,INE734N01019,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2014-09-12,10.0,167087995,Small,Unknown,1385065666.6666667,13025666.666666666,1398091333.3333333,100106666.66666669,5968000.0,0.0633333333,68.77,68.57,1390658,11.3126,-30.56,-0.5939,,-0.001071,-0.003352,9.8413,4.408,0.1296
SOBHA,Sobha Limited,INE671H01015,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2006-12-20,10.0,106917294,Mid,Unknown,9255526666.666666,323476666.6666667,9579003333.333334,988503333.3333334,177803333.33333334,1.78,1630.94,1627.52,266502,273.4652,-28.77,-0.5737,,-0.000995,-0.00076,9.8413,4.1047,0.0445
SOFTTECH,Softtech Engineers Limited,INE728Z01015,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2022-02-25,10.0,13807138,Micro,Unknown,214169666.66666663,3535666.6666666665,217705666.66666663,67465000.0,4224333.333333333,0.3333333333,364.4,362.1,25640,39.0646,66.56,1.8699,,0.003602,-0.001693,1.6585,3.2939,0.0494
SOLARINDS,Solar Industries India Limited,INE343H01029,Explosives,Chemicals,Commodities,Explosives,2006-04-03,2.0,90490055,Large,IN-M,17945633333.333332,214266666.66666663,18159900000.0,1421633333.3333333,3139400000.0,21.0833333333,10164.92,10136.47,119915,911.7481,31.55,0.9066,,0.001419,6.7e-05,9.8413,3.9293,0.0364
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2018-06-27,10.0,36054267,Small,Unknown,3369166666.6666665,7900000.0,3377066666.6666665,531333333.3333333,8800000.0,0.3566666667,599.63,596.69,258619,129.8643,28.24,0.8221,,0.002107,-0.002175,7.5794,3.9281,0.0263
SDBL,Som Distilleries & Breweries Limited,INE480C01038,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Breweries & Distilleries,2014-03-18,2.0,194988432,Small,Unknown,7159921666.666667,11507000.0,7171428666.666667,112782000.0,269206666.6666667,1.38,135.24,134.89,1380357,62.521,-58.35,-0.8024,,-0.002199,-0.001997,9.8413,4.1287,0.0972
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,1996-08-14,10.0,33033000,Micro,Unknown,18733333.33333333,15533333.333333334,34266666.666666664,3833333.3333333335,230100000.0,6.9666666667,40.06,39.84,203016,6.0112,29.64,1.1121,,0.004503,-0.003365,4.4841,2.3365,0.0804
SOMANYCERA,Somany Ceramics Limited,INE355A01028,Ceramics,Consumer Durables,Consumer Discretionary,Ceramics,1995-11-22,2.0,41009605,Small,Unknown,6299233333.333333,17433333.333333332,6316666666.666667,884400000.0,130900000.0,3.15,647.76,644.37,53400,114.1572,-30.2,-0.8058,,-0.001187,-0.001566,5.2553,5.43,0.1134
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,Industrial Products,Capital Goods,Industrials,Industrial Products,2016-07-18,10.0,11779656,Micro,Unknown,256488333.3333333,1098000.0,257586333.3333333,10419000.0,15293333.333333334,1.3,172.65,170.71,39703,26.261,27.56,1.0276,,0.003987,-0.004138,1.7961,2.2357,0.0265
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2021-06-24,10.0,621717975,Large,IN-M,8682343000.0,243192000.0,8925535000.0,728801000.0,1419585000.0,2.3666666667,626.26,624.07,1945143,81.3904,-35.42,-1.127,,-0.001538,-0.001086,9.8413,6.5599,0.1215
SONAMLTD,SONAM LIMITED,INE00LM01029,Consumer Electronics,Consumer Durables,Consumer Discretionary,Consumer Electronics,2022-04-07,5.0,40032000,Micro,Unknown,241435666.66666663,2993666.6666666665,244429333.3333333,14648333.333333334,15456666.666666666,0.3866666667,50.92,50.54,201422,12.9272,-46.07,-0.4087,,-0.001587,-0.005628,6.3889,2.1655,0.05
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,1999-07-28,1.0,280424816,Mid,IN-S,25133500000.0,198466666.66666663,25331966666.666668,3927666666.6666665,1057100000.0,3.81,576.32,573.88,957444,103.0735,-55.79,-1.5188,,-0.002853,-0.00099,9.8413,4.6706,0.1336
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2019-04-18,10.0,27902400,Micro,Unknown,351105333.3333333,17105666.666666668,368211000.0,66123333.333333336,21441666.666666668,0.7666666667,122.42,121.46,127026,15.2111,-1.83,0.2698,,0.000658,-0.003381,8.9683,3.6046,0.0889
SPCENET,Spacenet Enterprises India Limited,INE970N01027,Trading & Distributors,Services,Services,Trading & Distributors,2017-01-10,1.0,564675736,Small,Unknown,331890666.6666667,488666.6666666667,332379333.3333333,10614333.333333334,15791000.0,0.03,26.35,26.22,2623442,4.023,-64.13,-1.6727,,-0.004606,-0.001417,7.3016,2.5981,0.071
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,Microfinance Institutions,Financial Services,Financial Services,Microfinance Institutions,2019-08-19,10.0,71305144,Small,IN-Mi,6503433333.333333,217026666.66666663,6720460000.0,1570866666.6666667,-2002863333.3333333,-28.0866666667,527.78,522.9,494210,200.6576,-72.05,-2.262,,-0.00463,-0.003441,9.8413,3.2292,0.2308
SPECIALITY,Speciality Restaurants Limited,INE247M01014,Restaurants,Consumer Services,Consumer Discretionary,Restaurants,2012-05-30,10.0,48235657,Small,Unknown,1110800000.0,50866666.66666666,1161666666.6666667,241433333.3333333,66166666.66666666,1.3433333333,161.31,160.86,70537,18.0662,-23.87,-0.4878,,-0.000787,-0.002902,6.9418,3.9948,0.1741
SPENCERS,Spencer's Retail Limited,INE020801028,Diversified Retail,Consumer Services,Consumer Discretionary,Diversified Retail,2019-01-25,5.0,90132009,Small,Unknown,5277753333.333333,307554000.0,5585307333.333333,421041333.3333333,-593190666.6666666,-6.58,87.08,86.73,460521,11.7396,-33.67,-0.5723,,-0.001155,-0.004555,9.8413,3.7952,0.0769
