symbol,company_name,isin,company_industry,sector,macro_category,basic_industry,listing_date,company_face_value,issued_size,market_cap_category,intrinsic_label,avg_revenue_from_operations,avg_other_income,avg_income,avg_employee_benefit_expense,avg_finance_costs,avg_depreciation_depletion_amortisation_expense,avg_other_expenses,avg_profit_before_tax,avg_tax_expense,avg_profit_loss_for_period,avg_basic_earnings_per_share,avg_diluted_earnings_per_share,avg_comprehensive_income,avg_paid_up_equity_share_capital,avg_face_value_equity_share_capital,avg_open,avg_close,avg_volume,volatility,year_change_percent,sharpe_ratio,avg_high,avg_low,year_start_price,year_end_price,avg_daily_return,avg_vwap_distance,avg_volume_spike,yearly_momentum_score,liquidity_score,stability_score,trend_strength
NARMADA,Narmada Agrobase Limited,INE117Z01011,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Animal Feed,2022-10-27,10.0,37936399,Micro,Unknown,121269666.66666669,1144333.3333333333,122414000.0,3400666.6666666665,2272000.0,608333.3333333334,7372000.0,14889666.666666666,3856666.6666666665,11033000.0,0.6966666667,0.6966666667,11033000.0,216779333.3333333,10.0,17.98,17.86,397129,2.6107,27.41,1.9573,18.34,17.45,16.93,21.57,0.003664,-0.002561,1.01774,0.2748,3.0159,4.4157,0.12
NATCOPHARM,Natco Pharma Limited,INE987B01026,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,1995-12-27,2.0,179109870,Large,IN-S,10695000000.0,960666666.6666666,11655666666.666666,1450333333.3333333,45666666.66666666,456333333.3333333,2283000000.0,5951666666.666667,1027000000.0,4924666666.666667,27.52,27.52,4905333333.333333,358000000.0,2.0,1224.61,1220.08,880332,236.108,-21.06,-0.3902,1244.29,1203.0,982.45,775.5,-0.000624,-0.002411,1.027982,-0.1541,9.8413,6.3153,0.0324
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,2014-01-28,10.0,19004000,Micro,Unknown,1043135000.0,2279666.6666666665,1045414666.6666666,87207666.66666667,30393333.33333333,8250000.0,298413000.0,128253666.66666669,4524666.666666667,123729000.0,6.45,6.45,122560000.0,190040000.0,10.0,187.6,186.38,58392,24.4396,-18.8,-0.3861,191.35,183.16,187.75,152.46,-0.000692,-0.00346,1.046924,-0.1315,4.4258,4.5816,0.0421
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium,Metals & Mining,Commodities,Aluminium,1999-04-28,5.0,1836631787,Large,IN-M,38399333333.333336,771333333.3333334,39170666666.66666,4576166666.666667,89733333.33333333,2132600000.0,13235366666.666666,14584866666.666666,3763866666.6666665,10669033333.333334,5.81,5.81,10609800000.0,9183200000.0,5.0,198.34,197.71,17421444,22.3974,-21.16,-0.2727,201.69,194.01,181.65,143.22,-0.000511,-0.000888,1.033171,-0.1262,9.8413,3.8691,0.0121
NFL,National Fertilizers Limited,INE870D01012,Fertilizers,Chemicals,Commodities,Fertilizers,2006-12-28,10.0,490578400,Mid,IN-Mi,51126633333.333336,199933333.3333333,51326566666.66666,1552200000.0,636566666.6666666,927666666.6666666,15291300000.0,-86000000.0,-15766666.666666666,163966666.66666666,0.3333333333,0.3333333333,172033333.33333334,4905800000.0,10.0,113.95,113.62,5961801,19.7961,-19.38,-0.1668,116.56,111.52,97.1,78.28,-0.000345,-0.003502,1.034375,-0.0851,9.8413,3.5193,0.0364
NAVA,NAVA LIMITED,INE725A01030,Power Generation,Power,Utilities,Power Generation,1996-04-03,1.0,283001276,Large,Unknown,6109816333.333333,505819666.6666667,6615636000.0,389817333.3333333,32365666.666666668,344576000.0,1017467333.3333334,2545744666.6666665,409648666.6666667,2131446333.3333333,12.0666666667,12.0666666667,2156304666.6666665,290327000.0,2.0,756.75,756.48,415298,254.7811,-1.31,0.4349,775.22,739.64,491.9,485.45,0.001265,-0.000774,1.004846,0.3124,9.8413,3.6142,0.0405
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2007-06-01,2.0,49573525,Mid,IN-S,5494800000.0,106333333.33333331,5601133333.333333,754666666.6666666,165566666.66666666,280566666.6666667,1165000000.0,843566666.6666666,198166666.66666663,645400000.0,13.0166666667,13.0033333333,649033333.3333334,99200000.0,2.0,3567.36,3567.1,231969,299.1687,26.34,0.8755,3622.85,3509.33,3244.75,4099.4,0.00117,-0.00055,1.021868,0.289,9.8413,5.8022,0.0688
NAVKARCORP,Navkar Corporation Limited,INE278M01019,Logistics Solution Provider,Services,Services,Logistics Solution Provider,2015-09-09,10.0,150519181,Small,Unknown,1267410666.6666667,15362000.0,1282772666.6666667,108619666.66666669,54430666.66666666,126613333.33333331,1078395666.6666667,-105656333.33333331,-16418666.666666666,-89237666.66666667,-0.5933333333,-0.5933333333,-91334000.0,1505192000.0,10.0,125.71,125.43,1295832,21.8173,-13.36,0.0273,129.08,122.26,97.95,84.86,6.2e-05,-0.002132,1.028312,0.0153,9.8413,3.4227,0.0081
NAVKARURB,Navkar Urbanstructure Limited,INE268H01036,Civil Construction,Construction,Industrials,Civil Construction,2025-01-17,2.0,224419000,Micro,Unknown,86092000.0,1340000.0,87432000.0,986000.0,663000.0,0.0,653000.0,9103000.0,0.0,9103000.0,0.04,0.04,9103000.0,448838000.0,2.0,15.24,15.69,3520093,0.5456,7.8,19.3362,16.05,15.05,15.26,16.45,0.025488,-0.001064,,0.0765,0.1587,2.9674,1.0
NAVNETEDUL,Navneet Education Limited,INE060A01024,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,Printing & Publication,1995-02-08,2.0,226213181,Small,Unknown,4506461333.333333,70726333.33333333,4577187666.666667,684865000.0,47427666.66666666,158169333.33333334,847262666.6666666,2952149333.333333,429793666.6666667,2522185000.0,10.4833333333,10.4833333333,2497110000.0,445733333.3333333,2.0,146.3,146.14,308694,8.7009,-1.42,0.115,148.84,143.8,142.0,139.98,0.000147,-0.001138,1.04333,0.0364,9.8413,5.3191,0.0445
NAZARA,Nazara Technologies Limited,INE418L01021,Digital Entertainment,Media Entertainment & Publication,Consumer Discretionary,Digital Entertainment,2021-03-30,4.0,87616256,Mid,IN-Mi,2872066666.6666665,220966666.66666663,3093033333.333333,542400000.0,15666666.666666666,189500000.0,2139933333.3333333,203166666.66666663,59866666.66666666,131833333.33333331,2.7366666667,2.7366666667,146033333.33333334,318133333.3333333,4.0,901.24,901.4,613218,117.6006,50.52,1.1767,919.74,885.76,638.5,961.05,0.002024,-0.001513,1.07041,0.4999,9.8413,3.704,0.0081
NBCC,NBCC (India) Limited,INE095N01031,Civil Construction,Construction,Industrials,Civil Construction,2012-04-12,1.0,2700000000,Large,IN-S,24766148000.0,587030666.6666666,25353178666.666668,864603333.3333334,112666.6666666667,14929333.333333334,22561544666.666668,1685309000.0,437361333.3333333,1249191000.0,0.5133333333,0.5133333333,1237419333.3333333,2100000000.0,1.0,126.35,126.03,19029046,39.2201,-29.26,-0.2665,129.15,123.38,125.95,89.1,-0.000636,-0.002249,1.026707,-0.1572,9.8413,3.9171,0.1215
NCC,NCC Limited,INE868B01028,Civil Construction,Construction,Industrials,Civil Construction,2003-10-14,2.0,627846588,Mid,IN-S,53561600000.0,323566666.6666667,53885166666.66666,1934266666.6666667,1625166666.6666667,539700000.0,28419566666.666668,2697900000.0,723133333.3333334,2010600000.0,3.0066666667,3.0066666667,1997533333.3333333,837133333.3333334,1.3333333333,278.65,277.81,5794565,47.4718,-17.06,-0.1735,283.77,272.74,253.15,209.97,-0.000321,-0.001878,1.023123,-0.0794,9.8413,3.9185,0.0162
NCLIND,NCL Industries Limited,INE732C01016,Cement & Cement Products,Construction Materials,Commodities,Cement & Cement Products,2007-04-03,10.0,45232790,Small,Unknown,3422220666.6666665,40449000.0,3462669666.6666665,187769333.3333333,53751666.66666666,138551000.0,1744882666.6666667,111162666.66666669,50300666.66666666,60862000.0,1.3466666667,1.3466666667,60862000.0,452328000.0,10.0,213.25,212.8,218211,15.8356,-8.29,-0.0883,216.98,209.34,210.75,193.27,-0.00012,-0.001468,1.042897,-0.0297,9.8413,5.3064,0.004
NDLVENTURE,NDL Ventures Limited,INE353A01023,Other Financial Services,Financial Services,Financial Services,Other Financial Services,2007-04-24,10.0,33671621,Micro,Unknown,0.0,12690000.0,12690000.0,5115000.0,0.0,0.0,4816666.666666667,2758333.333333333,1255333.3333333333,1503000.0,0.0433333333,0.0433333333,1599666.6666666667,336717000.0,10.0,102.66,101.83,48422,11.3376,-44.66,-0.7697,105.37,99.57,103.75,57.42,-0.001791,-0.004764,1.037002,-0.4298,4.6309,2.791,0.05
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,Auto Components & Equipments,Automobile and Auto Components,Consumer Discretionary,Auto Components & Equipments,2020-07-30,10.0,23785304,Small,Unknown,1735788333.3333333,10504333.333333334,1746292666.6666667,50620333.333333336,8107666.666666667,39713333.333333336,182099333.3333333,138145666.66666666,35619333.333333336,122883666.66666669,6.7833333333,6.7833333333,122497666.66666669,198211000.0,10.0,888.5,887.27,35454,282.1816,-22.29,0.1452,916.46,863.5,846.65,657.9,0.000458,-0.001607,1.026431,0.1131,3.4892,2.856,0.0688
NDTV,New Delhi Television Limited,INE155G01029,TV Broadcasting & Software Production,Media Entertainment & Publication,Consumer Discretionary,TV Broadcasting & Software Production,2004-05-19,4.0,64471267,Small,Unknown,1126600000.0,19866666.666666668,1146466666.6666667,426166666.6666667,42366666.66666666,54700000.0,1134466666.6666667,-511233333.3333333,8200000.0,-520133333.3333333,-8.0266666667,-8.0266666667,-526300000.0,257900000.0,4.0,182.36,181.41,274626,37.8335,-46.33,-1.2528,186.03,178.77,217.6,116.78,-0.002145,-0.004733,1.04635,-0.5297,9.8413,3.433,0.2389
NECLIFE,Nectar Lifesciences Limited,INE023H01027,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2005-07-18,1.0,224260970,Small,Unknown,4141265666.6666665,6044000.0,4147309666.6666665,242225333.3333333,189687666.66666663,155408333.33333334,588129666.6666666,87103333.33333333,32408666.666666668,54694666.66666666,0.2433333333,0.2433333333,54694666.66666666,224261000.0,1.0,32.57,32.47,1986412,6.4872,-32.88,-0.7161,33.59,31.66,32.6,21.88,-0.001829,-0.004624,0.970194,-0.2762,6.0317,2.5455,0.1457
NELCO,NELCO Limited,INE045B01015,Computers Hardware & Equipments,Information Technology,Information Technology,Computers Hardware & Equipments,2003-05-28,10.0,22818400,Small,Unknown,683933333.3333334,8666666.666666666,692600000.0,102566666.66666669,9900000.0,46066666.66666666,443633333.3333333,49266666.66666666,13500000.0,36100000.0,1.5833333333,1.5833333333,34966666.666666664,228200000.0,10.0,958.56,957.05,212099,194.1649,18.76,0.5821,985.05,934.32,723.2,858.9,0.001329,-0.00265,1.088828,0.3282,9.8413,3.5405,0.0769
NEOGEN,Neogen Chemicals Limited,INE136S01016,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,2019-05-08,10.0,26381674,Small,IN-Mi,1915800000.0,11400000.0,1927200000.0,155100000.0,120000000.0,70100000.0,375700000.0,154466666.66666666,46833333.333333336,108133333.33333331,4.1,4.1,106966666.66666669,263800000.0,10.0,1788.19,1787.11,82469,269.9629,14.68,0.5223,1834.99,1743.54,1359.1,1558.55,0.001131,-0.000523,1.043431,0.2794,8.116,3.5766,0.0202
NESCO,Nesco Limited,INE317F01035,Diversified Commercial Services,Services,Services,Diversified Commercial Services,2008-04-08,2.0,70459960,Mid,IN-Mi,1799984333.3333333,313710666.6666667,2113695000.0,82958666.66666667,37113333.333333336,122376000.0,455265666.6666667,1257802666.6666667,302475333.3333333,955327333.3333334,13.5566666667,13.5566666667,955449666.6666666,140920000.0,2.0,938.93,937.33,86160,56.0438,17.22,0.6755,952.99,923.16,811.05,950.7,0.000834,-0.000635,1.011732,0.206,8.4793,6.2931,0.0283
NESTLEIND,Nestle India Limited,INE239A01024,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Packaged Foods,2023-08-01,1.0,964157160,Large,IN-L,48992266666.66666,168066666.66666666,49160333333.333336,5005766666.666667,328333333.3333333,1222733333.3333333,11638666666.666666,10451600000.0,2632833333.333333,7780333333.333333,8.07,8.07,7447600000.0,964171333.3333334,1.0,2388.5,2385.85,913415,160.4588,-7.53,-0.3126,2410.37,2362.3,2553.65,2361.4,-0.000242,-3e-05,1.022707,-0.0597,9.8413,9.7616,0.0445
NETWEB,Netweb Technologies India Limited,INE0NT901020,IT Enabled Services,Information Technology,Information Technology,IT Enabled Services,2023-07-27,2.0,56653868,Mid,Unknown,2447900000.0,24970000.0,2472870000.0,146740000.0,9676666.666666666,27223333.33333333,99906666.66666669,320226666.6666667,81956666.66666667,238270000.0,4.2266666667,4.2266666667,238500000.0,18788697820000.0,2.0,2296.37,2285.97,247605,477.2136,-6.75,0.1382,2351.05,2237.61,1575.65,1469.3,0.000298,-0.003411,1.012689,0.0735,9.8413,4.1206,0.1255
NETWORK18,Network18 Media & Investments Limited,INE870H01013,Media & Entertainment,Media Entertainment & Publication,Consumer Discretionary,Media & Entertainment,2007-02-02,5.0,1542000018,Mid,Unknown,21088666666.666668,1558000000.0,22646666666.666668,3230733333.333333,1406900000.0,634133333.3333334,19022333333.33333,-6399866666.666667,26133333.33333333,-5832766666.666667,-3.6666666667,-3.6666666667,-5702166666.666667,6001900000.0,5.0,74.51,74.11,3949403,16.9214,-52.54,-1.4251,76.08,72.82,88.05,41.79,-0.002646,-0.004114,0.999754,-0.6404,9.6429,4.7799,0.1446
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals,2008-10-13,10.0,12829889,Mid,IN-S,3828257666.6666665,43483333.333333336,3871741000.0,685157666.6666666,19834333.33333333,162182333.33333334,700020666.6666666,1023431666.6666666,249091000.0,774340666.6666666,60.3533333333,60.3533333333,773512666.6666666,129005000.0,10.0,11408.62,11405.95,48201,3140.7588,65.47,1.169,11710.54,11102.59,7103.25,11753.45,0.002707,0.000266,1.044831,0.6686,4.7436,3.1357,0.0688
NEWGEN,Newgen Software Technologies Limited,INE619B01017,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2018-01-29,10.0,141625187,Mid,IN-S,3407394666.6666665,156764666.66666666,3564159333.333333,1719733333.3333333,11001333.333333334,79373000.0,909757000.0,844294666.6666666,172290000.0,672004666.6666666,4.8033333333,4.6533333333,674693333.3333334,1399206666.6666667,10.0,1119.78,1119.13,410659,223.1492,20.39,0.6189,1150.96,1092.38,752.0,905.3,0.001411,-0.001612,1.03437,0.3485,9.8413,3.2448,0.0202
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,Media & Entertainment,Media Entertainment & Publication,Consumer Discretionary,Media & Entertainment,2001-04-04,10.0,66892908,Micro,Unknown,91400000.0,11600000.0,103000000.0,19900000.0,57966666.66666666,18133333.33333333,78433333.33333333,-71433333.33333333,0.0,-71433333.33333333,-0.6366666667,-0.6366666667,-71500000.0,668900000.0,10.0,7.26,7.15,61820,0.8733,12.71,0.7871,7.47,6.89,6.45,7.27,0.003042,-0.003053,1.109307,0.3529,2.8702,2.0988,0.0431
NIITMTS,NIIT Learning Systems Limited,INE342G01023,Education,Consumer Services,Consumer Discretionary,Education,2023-08-08,2.0,136125349,Mid,Unknown,4078513333.3333335,107613333.33333331,4186126666.6666665,1981963333.3333333,49293333.333333336,150666666.66666666,1176550000.0,790233333.3333334,194283333.3333333,595950000.0,4.39,4.2233333333,607890000.0,271660000.0,2.0,464.0,462.83,127619,31.5726,-24.07,-0.6126,472.36,454.38,499.05,378.95,-0.000863,-0.000412,1.019141,-0.2133,9.8413,5.5376,0.0121
NIITLTD,NIIT Limited,INE161A01038,Education,Consumer Services,Consumer Discretionary,Education,2004-08-16,2.0,135587704,Small,Unknown,904326666.6666666,186556666.66666663,1090883333.3333333,339606666.6666667,3523333.333333333,57713333.333333336,503486666.6666667,141096666.66666666,21963333.33333333,114396666.66666669,0.85,0.8366666667,117366666.66666669,270776666.6666667,2.0,144.21,143.86,1918445,36.4965,9.05,0.4382,148.11,140.64,106.35,115.97,0.001057,-0.003771,1.042186,0.2611,9.8413,3.5957,0.1012
NILAINFRA,Nila Infrastructures Limited,INE937C01029,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2015-05-21,1.0,393889200,Micro,Unknown,444873333.3333333,37747000.0,482620333.3333333,12645000.0,10122000.0,3439000.0,11612666.666666666,74317666.66666667,19011666.666666668,50460000.0,0.13,0.13,50460000.0,393889000.0,1.0,12.26,12.16,1333701,1.658,-18.76,-0.159,12.62,11.87,11.25,9.14,-0.00035,-0.005403,1.034077,-0.0766,8.7302,3.3525,0.0822
NILASPACES,Nila Spaces Limited,INE00S901012,Residential Commercial Projects,Realty,Consumer Discretionary,Residential Commercial Projects,2018-12-28,1.0,393889200,Micro,Unknown,320125333.3333333,21554333.33333333,341679666.6666667,6324000.0,38310666.66666666,12864333.333333334,35085333.333333336,47122333.333333336,13802333.333333334,33293666.666666668,0.0833333333,0.0833333333,33233666.666666668,393889000.0,1.0,7.84,7.99,2060768,0.8762,36.76,227.4028,8.01,7.69,6.8,9.3,0.045747,0.00412,,0.3202,0.3175,4.1286,1.0
NILKAMAL,Nilkamal Limited,INE310A01015,Plastic Products - Consumer,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer,1995-11-01,10.0,14922525,Small,Unknown,8062436000.0,31579000.0,8094015000.0,687404333.3333334,98376000.0,296753000.0,2146130666.6666667,293624666.6666667,73298333.33333333,241935666.66666663,16.15,16.15,248630666.66666663,149225000.0,10.0,1842.26,1837.34,10552,125.1756,-16.27,-0.6828,1867.0,1819.0,1905.7,1595.65,-0.000617,-0.001849,1.05145,-0.1523,1.0385,7.1096,0.0931
NINSYS,NINtec Systems Limited,INE395U01014,Computers - Software & Consulting,Information Technology,Information Technology,Computers - Software & Consulting,2023-02-21,10.0,18576000,Small,Unknown,299043333.3333333,7956000.0,306999333.3333333,109990000.0,787000.0,4722000.0,110855000.0,80645333.33333333,20154000.0,60491333.333333336,3.2566666667,3.2566666667,60413000.0,185760000.0,10.0,513.63,508.49,16796,51.5596,-4.81,0.1214,526.39,496.42,465.9,443.5,0.000225,-0.003278,1.016821,0.0557,1.6529,3.4203,0.0769
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company,Financial Services,Financial Services,Asset Management Company,2017-11-06,10.0,634702632,Large,IN-M,5547166666.666667,889966666.6666666,6437133333.333333,1061733333.3333334,16466666.666666666,73333333.33333333,710966666.6666666,4388366666.666667,1097000000.0,3292633333.333333,5.2066666667,5.12,3276800000.0,6329100000.0,10.0,641.7,640.36,1086797,66.003,2.91,0.286,654.55,628.6,535.5,551.1,0.000504,-0.001096,1.025122,0.1245,9.8413,4.2043,0.0769
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,Civil Construction,Construction,Industrials,Civil Construction,2020-10-01,10.0,48474340,Micro,Unknown,1134874000.0,13555666.666666666,1148429666.6666667,3957000.0,203666.6666666666,5352333.333333333,20919333.33333333,30501000.0,7450000.0,23051000.0,0.5633333333,0.5633333333,23051000.0,411896333.3333333,10.0,50.79,50.3,203261,6.4349,31.85,0.9774,52.27,48.9,43.9,57.88,0.002896,-0.004349,1.02324,0.4401,6.0714,2.4902,0.0789
NITCO,Nitco Limited,INE858F01012,Ceramics,Consumer Durables,Consumer Discretionary,Ceramics,2006-03-21,10.0,228721955,Small,Unknown,736194333.3333334,10575666.666666666,746770000.0,132071666.66666669,222677333.3333333,614133000.0,128909333.33333331,-2461006333.333333,0.0,-2461006333.333333,-34.25,-34.25,-2460975000.0,718590000.0,10.0,88.52,88.12,604109,14.8607,26.67,1.2902,90.9,85.65,88.11,111.61,0.002867,-0.00383,1.084216,0.301,4.2063,3.4196,0.0095
NITINSPIN,Nitin Spinners Limited,INE229H01012,Other Textile Products,Textiles,Consumer Discretionary,Other Textile Products,2006-02-02,10.0,56220000,Small,Unknown,8214532000.0,9174000.0,8223706000.0,496692000.0,229996000.0,370252666.6666667,1336265000.0,579243666.6666666,149052666.66666666,430191000.0,7.65,7.65,430954666.6666667,562200000.0,10.0,385.47,384.77,187738,42.2337,1.26,0.2397,393.94,376.83,349.75,354.15,0.000406,-0.001326,1.006204,0.1002,9.8413,4.2079,0.0486
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,Other Electrical Equipment,Capital Goods,Industrials,Other Electrical Equipment,2021-04-22,10.0,10251000,Micro,Unknown,179703333.33333334,1870000.0,181573666.66666663,16246333.333333334,345333.3333333333,8676666.666666666,52352333.333333336,21799000.0,5510666.666666667,16288333.333333334,1.59,1.59,16402333.333333334,102510000.0,10.0,239.38,237.82,33532,37.3212,106.7,1.9933,246.57,230.84,175.35,362.45,0.005655,-0.005164,1.027535,0.8822,2.0891,2.6959,0.0513
NKIND,NK Industries Limited,INE542C01019,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Edible Oil,1995-07-07,10.0,6009900,Micro,Unknown,53529333.333333336,1837666.6666666667,55367000.0,9637333.333333334,24000.0,9162333.333333334,39625666.66666666,-3082666.6666666665,-413666.6666666667,-2669000.0,-0.4433333333,-0.4433333333,-3255666.6666666665,60099000.0,10.0,54.81,54.41,2485,7.0974,45.74,1.2291,56.13,52.82,51.4,74.91,0.002973,-0.001529,1.055081,0.5172,0.1726,3.7577,0.069
NLCINDIA,NLC India Limited,INE589A01014,Power Generation,Power,Utilities,Power Generation,2000-08-23,10.0,1386636609,Large,IN-M,38149100000.0,4879533333.333333,43028633333.333336,6619433333.333333,2019533333.3333333,4345833333.333333,12162366666.666666,11797433333.333334,1799466666.6666667,7483766666.666667,7.1833333333,7.1833333333,7412000000.0,13866400000.0,10.0,246.97,246.74,4140521,22.5052,1.93,0.2787,252.56,241.56,225.15,229.49,0.000529,-0.002304,1.048648,0.1306,9.8413,3.6274,0.1093
NMDC,NMDC Limited,INE584A01023,Industrial Minerals,Metals & Mining,Commodities,Industrial Minerals,2008-03-03,1.0,8791817550,Large,IN-M,55961966666.66666,3668200000.0,59630166666.66666,4139300000.0,375833333.3333333,868833333.3333334,29538733333.33333,22931133333.33333,5832100000.0,17072300000.0,4.3966666667,4.3966666667,16981633333.333334,4884400000.0,1.0,187.28,186.66,15922221,79.8481,-73.89,-1.0571,189.96,183.55,240.9,62.91,-0.003299,-0.00057,1.005801,-0.815,9.8413,4.7499,0.0202
NSLNISP,NMDC Steel Limited,INE0NNS01018,Iron & Steel,Metals & Mining,Commodities,Iron & Steel,2023-02-20,10.0,2930605850,Mid,Unknown,18882666666.666668,174266666.66666666,19056933333.33333,225966666.66666663,1598133333.3333333,2441766666.6666665,6004266666.666667,-8858033333.333334,-2523366666.6666665,-6334666666.666667,-2.1633333333,-2.1633333333,-6334666666.666667,29306100000.0,10.0,49.88,49.65,7023730,9.3588,-43.76,-1.376,50.63,48.95,62.3,35.04,-0.002048,-0.002546,1.056361,-0.5059,9.8413,5.0301,0.17
NOCIL,NOCIL Limited,INE163A01018,Specialty Chemicals,Chemicals,Commodities,Specialty Chemicals,1996-01-17,10.0,167024930,Small,IN-Mi,3510000000.0,89433333.33333333,3599433333.333333,244200000.0,4800000.0,133633333.33333331,924500000.0,293933333.3333333,20300000.0,273633333.3333333,1.64,1.6333333333,488233333.3333333,1668366666.6666667,10.0,257.91,257.39,759316,38.7445,-31.08,-0.6556,262.79,253.11,261.7,180.36,-0.001132,-0.002019,1.034021,-0.2795,9.8413,5.3594,0.0364
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B11022,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Road Assets - Toll Annuity Hybrid-Annuity,2003-09-15,10.0,186195002,Micro,Unknown,99341000.0,6230666.666666667,105571666.66666669,2523333.333333333,7666.6666666667,90808333.33333331,64806666.66666666,-827564000.0,-87333.3333333333,-827476666.6666666,-4.4433333333,-4.4433333333,-827442666.6666666,1861950000.0,10.0,12.45,12.47,263252,3.1354,80.45,9.5798,12.76,12.05,8.9,16.06,0.029607,0.000212,1.081341,0.6217,0.873,3.0521,0.3333
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Tea & Coffee,2000-12-27,10.0,11750000,Micro,Unknown,21897333.33333333,54000.0,21951333.33333333,11180333.333333334,2653000.0,1450000.0,6201000.0,2852333.333333333,0.0,2852333.333333333,0.2433333333,0.2433333333,2852333.333333333,117500000.0,10.0,13.31,13.18,12808,1.4837,52.71,2.426,13.58,12.83,12.9,19.7,0.004602,-0.001724,0.967992,0.4694,0.5235,3.2975,0.0392
